#id	flamsteed	bayer	con 	ra	dec	mag
8399				220039.3	+622917	6.66
8400	16		Cep	215915.0	+731048	5.03
8401	30		Aqr	220316.4	-063121	5.54
8402	31	Omi	Aqr	220318.9	-020919	4.69
8403				220150.6	+525256	5.78
8404	21		Peg	220319.0	+112311	5.80
8405	13		PsA	220423.9	-295500	6.47
8406	14		Cep	220204.6	+580002	5.56
8407				220256.7	+443900	5.60
8408				220436.8	-264921	5.96
8409		Kap2	Ind	220550.9	-593810	5.62
8410	32		Aqr	220447.4	-005424	5.30
8411		Lam	Gru	220606.9	-393236	4.46
8412				220434.4	+325631	6.38
8413	22	Nu	Peg	220540.8	+050331	4.84
8414	34	Alp	Aqr	220547.0	-001911	2.96
8415				220511.4	+264026	5.78
8416	18		Cep	220352.9	+630711	5.29
8417	17	Xi	Cep	220347.4	+643740	4.29
8418	33	Iot	Aqr	220626.2	-135211	4.27
8419	23		Peg	220534.7	+285750	5.70
8420				221042.5	-755250	6.55
8421				220516.4	+464441	6.13
8422				220550.6	+450644	6.44
8423				215812.7	+825211	6.98
8424				220602.0	+450052	5.14
8425		Alp	Gru	220814.0	-465740	1.74
8426	20		Cep	220500.5	+624708	5.27
8427				220551.2	+481354	6.27
8428	19		Cep	220508.9	+621648	5.11
8429				220612.4	+451455	6.19
8430	24	Iot	Peg	220700.7	+252042	3.76
8431	14	Mu	PsA	220823.0	-325919	4.50
8432				221155.3	-760658	6.15
8433		Ups	PsA	220826.0	-340238	4.99
8434				220613.5	+562035	6.39
8435				220728.6	+192832	5.75
8436				220730.0	+180002	6.35
8437				220842.7	-330732	6.37
8438	25		Peg	220750.3	+214210	5.78
8439	35		Aqr	220859.0	-183111	5.81
8440				220958.0	-480626	6.43
8441				220817.2	+253237	6.11
8442				220709.6	+585027	6.32
8443				220725.5	+531826	6.14
8444				220955.7	-340053	5.37
8445				220816.5	+494747	6.42
8446				221000.1	-281733	6.44
8447	15	Tau	PsA	221008.8	-323254	4.92
8448				220841.0	+454431	6.11
8449	27	Pi 1	Peg	220913.6	+331020	5.58
8450	26	The	Peg	221012.0	+061152	3.53
8451				221021.1	-035339	6.27
8452	38		Aqr	221037.5	-113354	5.46
8453				221033.8	-041602	6.01
8454	29	Pi 2	Peg	220959.2	+331042	4.29
8455				221019.0	+193701	6.18
8456				221022.2	+143748	6.33
8457				221102.4	-211357	6.09
8458				221037.4	+113728	5.78
8459	28		Peg	221030.2	+205841	6.46
8460				221051.6	+303311	6.32
8461				221151.3	+160226	5.95
8462	39		Aqr	221225.8	-141138	6.03
8463				221109.9	+504924	5.40
8464				221257.5	-261940	6.17
8465	21	Zet	Cep	221051.3	+581204	3.35
8466				221208.0	+245700	5.92
8467				221243.8	-044315	6.39
8468	24		Cep	220948.4	+722028	4.79
8469	22	Lam	Cep	221130.7	+592452	5.04
8470				221344.4	-251051	5.58
8471		Psi	Oct	221750.5	-773042	5.51
8472				221148.8	+565022	5.24
8473				221015.3	+720640	6.37
8474				221038.9	+700758	5.50
8475				221247.8	+343617	5.33
8476				221156.9	+590505	6.30
8477				221438.6	-412254	6.23
8478	16	Lam	PsA	221418.8	-274601	5.43
8479				221201.9	+604534	5.35
8480	41		Aqr	221418.0	-210427	5.32
8481		Eps	Oct	222001.5	-802623	5.10
8482				221338.6	+283630	5.89
8483				221222.3	+631729	5.79
8484				221535.1	-442707	6.10
8485				221352.7	+394254	4.49
8486		Mu 1	Gru	221536.9	-412048	4.79
8487				221349.3	+452627	5.53
8488		Mu 2	Gru	221626.6	-413739	5.10
8489				221444.4	+425714	5.71
8490				221349.5	+630945	6.11
8491				221559.8	+083258	6.21
8492				221637.4	-255354	6.15
8493				221252.9	+731826	6.08
8494	23	Eps	Cep	221502.0	+570237	4.19
8495				221633.6	-013547	6.15
8496	42		Aqr	221648.1	-124953	5.34
8497				221659.8	-230824	6.17
8498	1		Lac	221558.2	+374456	4.13
8499	43	The	Aqr	221650.0	-074700	4.16
8500				221652.6	-090224	5.79
8501				221815.6	-533740	5.37
8502		Alp	Tuc	221830.1	-601535	2.86
8503				221629.7	+274815	6.37
8504	44		Aqr	221706.5	-052314	5.75
8505		Ups	Oct	223137.4	-855802	5.77
8506				221626.5	+571313	5.88
8507				221804.3	-001416	6.39
8508	45		Aqr	221900.8	-131818	5.95
8509				222036.2	-573036	6.34
8510				221856.2	+374610	6.17
8511	25		Cep	221812.7	+624816	5.75
8512	46	Rho	Aqr	222011.9	-074916	5.37
8513	30		Peg	222027.6	+054722	5.37
8514				222055.8	+081112	6.17
8515		Nu	Ind	222436.8	-721520	5.29
8516	47		Aqr	222135.6	-213554	5.13
8517				222100.1	+265607	6.47
8518	48	Gam	Aqr	222139.4	-012314	3.84
8519				222039.6	+505851	6.42
8520	31		Peg	222131.1	+121219	5.01
8521		Pi 1	Gru	222243.9	-455652	6.62
8522	32		Peg	222119.3	+281950	4.81
8523	2		Lac	222101.6	+463212	4.57
8524		Pi 2	Gru	222308.0	-455543	5.62
8525				221820.4	+762917	6.66
8526				222551.0	-750056	6.04
8527				222510.5	-702554	5.78
8528				222150.9	+420442	6.41
8529	49		Aqr	222330.9	-244545	5.53
8530				222332.1	-071140	5.93
8531				222456.4	-574750	5.32
8532	33		Peg	222339.6	+205054	6.04
8533	51		Aqr	222406.9	-045013	5.78
8534	50		Aqr	222427.1	-133146	5.76
8535				222300.2	+571704	6.16
8536				222354.2	+383425	6.22
8537				222300.2	+622512	6.04
8538	3	Bet	Lac	222333.6	+521345	4.43
8539	52	Pi	Aqr	222516.6	+012239	4.66
8540		Del	Tuc	222720.0	-645759	4.48
8541	4		Lac	222431.0	+492835	4.57
8542				222610.7	-234057	6.29
8543				222540.7	+182640	6.26
8544	53		Aqr	222634.2	-164429	6.57
8545	53		Aqr	222634.4	-164433	6.35
8546				221310.6	+860629	5.27
8547				222837.7	-672921	5.55
8548	34		Peg	222637.4	+042337	5.75
8549				222645.7	+372638	6.46
8550				222341.3	+781436	6.76
8551	35		Peg	222751.5	+044144	4.79
8552		Nu	Gru	222839.2	-390755	5.47
8553				222726.5	+394835	6.14
8554				222659.2	+562600	6.57
8555				222746.2	+315025	5.98
8556		Del1	Gru	222916.2	-432944	3.97
8557				222600.8	+704615	5.47
8558	55	Zet1	Aqr	222849.7	-000113	4.59
8559	55	Zet2	Aqr	222850.1	-000112	4.42
8560		Del2	Gru	222945.5	-434458	4.11
8561	26		Cep	222705.3	+650756	5.46
8562	36		Peg	222908.0	+090744	5.58
8563				222946.0	-270626	5.95
8564				222910.2	+264547	5.79
8565				223001.5	-125454	6.40
8566	37		Peg	222958.0	+042554	5.48
8567	56		Aqr	223017.4	-143509	6.37
8568				222819.7	+640508	6.29
8569				222943.9	+354332	6.56
8570		Zet	PsA	223053.7	-260425	6.43
8571	27	Del	Cep	222910.3	+582455	3.75
8572	5		Lac	222931.8	+474225	4.36
8573	57	Sig	Aqr	223038.8	-104041	4.82
8574	38		Peg	223001.8	+323421	5.65
8575				223006.5	+492122	6.40
8576	17	Bet	PsA	223130.3	-322046	4.29
8577				223526.4	-784618	6.15
8578	28	Rho1	Cep	222642.5	+784709	5.83
8579	6		Lac	223029.3	+430724	4.51
8580				223118.4	-025440	6.16
8581				223118.4	-063318	6.14
8582		Nu	Tuc	223300.1	-615856	4.81
8583	58		Aqr	223141.3	-105420	6.38
8584				223134.2	+293234	6.35
8585	7	Alp	Lac	223117.5	+501657	3.77
8586	39		Peg	223235.5	+201348	6.42
8587				223246.9	+155148	6.32
8588				223226.4	+394647	5.88
8589				223218.8	+540215	6.35
8590	60		Aqr	223402.9	-013427	5.89
8591	29	Rho2	Cep	222952.9	+784927	5.50
8592	59	Ups	Aqr	223441.6	-204230	5.20
8593				223552.9	-575301	6.23
8594				223340.6	+563730	5.71
8595				223302.9	+695449	6.6 
8596				223536.5	-235928	5.97
8597	62	Eta	Aqr	223521.4	-000703	4.02
8598				223317.0	+702226	6.34
8599				223216.2	+761335	5.68
8600		Sig1	Gru	223629.3	-403458	6.28
8601				223635.4	-313950	5.82
8602		Sig2	Gru	223658.8	-403528	5.86
8603	8		Lac	223552.3	+393803	5.73
8604				223607.9	+353438	6.10
8605				223636.4	+114149	6.40
8606				223553.4	+500416	6.29
8607				223551.8	+560412	6.38
8608				223704.7	+123438	6.30
8609				223648.7	+353909	6.30
8610	63	Kap	Aqr	223745.4	-041341	5.03
8611				223908.4	-524132	6.65
8612				223822.2	-075352	6.23
8613	9		Lac	223722.4	+513243	4.63
8614				223844.7	-284452	6.47
8615	31		Cep	223546.1	+733835	5.08
8616				223851.5	-330453	5.66
8617				223817.5	+451059	6.40
8618	40		Peg	223852.6	+193120	5.82
8619				223944.0	-281931	6.31
8620				224048.9	-572520	5.97
8621				223837.9	+564745	5.21
8622	10		Lac	223915.7	+390301	4.88
8623				224022.3	-303932	5.87
8624	41		Peg	223947.0	+194052	6.21
8625				223713.0	+752218	5.79
8626				223934.3	+373534	6.03
8627	30		Cep	223839.0	+633504	5.19
8628	18	Eps	PsA	224039.4	-270237	4.17
8629				224048.0	-033315	6.31
8630		Bet	Oct	224603.3	-812254	4.15
8631				224052.7	+143258	5.71
8632	11		Lac	224030.9	+441635	4.46
8633				224018.4	+535046	5.93
8634	42	Zet	Peg	224127.7	+104953	3.40
8635				224236.9	-471238	5.98
8636		Bet	Gru	224240.1	-465305	2.10
8637	19		PsA	224222.1	-292139	6.17
8638				224131.4	+305757	6.34
8639				224243.1	-441452	6.07
8640	12		Lac	224128.6	+401332	5.25
8641	43	Omi	Peg	224145.4	+291827	4.79
8642				224157.4	+143059	5.90
8643				224136.1	+413258	5.94
8644		Rho	Gru	224330.0	-412452	4.85
8645				224303.5	-081842	6.45
8646				224416.5	-602958	6.30
8647	67		Aqr	224314.3	-065746	6.41
8648				224220.8	+535432	6.12
8649	66		Aqr	224335.3	-184949	4.69
8650	44	Eta	Peg	224300.1	+301317	2.94
8651				224255.5	+374810	6.43
8652				224304.5	+471007	6.39
8653				224342.7	+105621	6.51
8654				224405.2	+392756	5.95
8655		Eta	Gru	224537.9	-533001	4.85
8656	13		Lac	224405.5	+414909	5.08
8657				224540.7	-463251	5.51
8658				224608.0	-485844	6.62
8659				224628.3	-494109	6.48
8660	45		Peg	224528.2	+192200	6.25
8661				224449.2	+523102	6.55
8662				224643.7	-465622	6.56
8663		Xi	Oct	225022.9	-800727	5.35
8664				224940.9	-770302	6.73
8665	46	Xi	Peg	224641.6	+121022	4.19
8666				224610.2	+443246	5.76
8667	47	Lam	Peg	224631.9	+233356	3.95
8668				224719.1	-340940	6.28
8669				224821.4	-614103	6.37
8670	68		Aqr	224733.1	-193648	5.26
8671				224747.1	-381319	6.71
8672				224917.4	-702052	6.34
8673	69	Tau1	Aqr	224742.8	-140323	5.66
8674				224756.2	-255443	6.30
8675		Eps	Gru	224833.3	-511901	3.49
8676	70		Aqr	224830.2	-103320	6.19
8677				224723.2	+582858	6.36
8678				224810.9	+372500	5.90
8679	71	Tau2	Aqr	224935.5	-133533	4.01
8680				224959.1	-324819	6.33
8681				224932.3	+102844	6.54
8682				224847.8	+542454	6.12
8683				224844.2	+625618	6.06
8684	48	Mu	Peg	225000.2	+243606	3.48
8685				225102.2	-390925	5.42
8686				225144.9	-595253	6.46
8687				224900.7	+683413	6.19
8688				224946.2	+555410	5.43
8689				225209.9	-631119	6.12
8690	14		Lac	225021.8	+415713	5.92
8691				225039.1	+190827	6.40
8692				225010.2	+504037	6.21
8693	21		PsA	225120.9	-293210	5.97
8694	32	Iot	Cep	224940.8	+661202	3.52
8695	22	Gam	PsA	225231.6	-325232	4.46
8696				225122.8	+614149	5.60
8697	49	Sig	Peg	225224.1	+095008	5.16
8698	73	Lam	Aqr	225236.9	-073447	3.74
8699	15		Lac	225202.0	+431845	4.94
8700		Tau1	Gru	225337.9	-483553	6.04
8701		Rho	Ind	225439.4	-700425	6.05
8702				224729.0	+830914	4.74
8703				225302.3	+165028	5.64
8704	74		Aqr	225328.7	-113700	5.80
8705				225252.3	+502443	6.46
8706				225311.3	+401002	6.34
8707				225303.8	+600604	6.01
8708				225340.1	+444457	5.81
8709	76	Del	Aqr	225439.0	-154915	3.27
8710	78		Aqr	225434.1	-071217	6.19
8711	77		Aqr	225445.5	-161619	5.56
8712				225407.0	+402237	5.81
8713				225514.9	-362319	6.40
8714				225435.7	+165630	6.12
8715	1		Psc	225459.5	+010353	6.11
8716				225511.0	-045916	5.72
8717	50	Rho	Peg	225513.7	+084857	4.90
8718				225502.6	+370437	5.91
8719				225551.4	-313759	6.10
8720	23	Del	PsA	225556.9	-323223	4.21
8721				225624.0	-313356	6.48
8722		Tau3	Gru	225647.8	-475809	5.70
8723				225544.5	+362106	5.74
8724				225651.5	+115054	6.51
8725	16		Lac	225623.6	+413614	5.59
8726				225626.0	+494401	4.95
8727				225717.2	-044836	6.31
8728	24	Alp	PsA	225739.1	-293720	1.16
8729	51		Peg	225727.9	+204608	5.49
8730				225732.8	+034837	6.28
8731				225704.5	+484103	5.43
8732				225835.0	-353123	6.13
8733				225740.7	+391832	6.18
8734				225815.5	-022343	6.16
8735				225823.7	-012437	6.37
8736				225102.2	+852225	5.90
8737				225835.1	+092125	6.43
8738				225842.6	+072023	6.33
8739	52		Peg	225911.8	+114344	5.75
8740				225935.8	-292744	5.51
8741				225935.7	-130415	6.07
8742	2		Psc	225927.4	+005746	5.43
8743				230005.8	-250951	5.65
8744				225910.3	+523916	6.29
8745				225909.0	+594853	6.43
8746				230024.6	-253736	6.29
8747		Zet	Gru	230052.8	-524515	4.12
8748				225424.8	+842046	4.71
8749				230107.5	-505700	5.68
8750	3		Psc	230037.9	+001109	6.21
8751				230042.9	+030042	5.83
8752				230005.1	+565643	5.00
8753				230042.5	+310459	6.60
8754				230119.4	-285113	5.55
8755				230034.4	+452230	6.50
8756				230123.0	-224727	6.28
8757	81		Aqr	230123.6	-070340	6.21
8758				230054.7	+384229	6.54
8759				230131.7	-044241	5.94
8760				230234.0	-362515	6.47
8761				230130.7	+570620	6.20
8762	1	Omi	And	230155.3	+421934	3.62
8763	82		Aqr	230232.6	-063427	6.15
8764				230244.3	-205214	5.97
8765				230233.1	+314650	6.57
8766	2		And	230236.3	+424528	5.10
8767		Pi	PsA	230329.8	-344458	5.11
8768				230245.2	+440332	6.39
8769				230452.2	-684913	5.52
8770				230243.8	+551411	6.50
8771				230359.5	-412842	5.79
8772				230357.3	-044743	6.68
8773	4	Bet	Psc	230352.6	+034912	4.53
8774		Kap	Gru	230439.6	-535754	5.37
8775	53	Bet	Peg	230346.5	+280458	2.42
8776				230401.0	+063700	6.41
8777				230323.7	+602643	6.74
8778				230321.6	+583353	6.43
8779				230332.9	+671233	5.24
8780	3		And	230411.0	+500308	4.65
8781	54	Alp	Peg	230445.7	+151219	2.49
8782	83		Aqr	230509.8	-074137	5.43
8783				230512.8	-170445	6.14
8784				230506.3	+163347	6.44
8785				230517.6	+011825	6.39
8786				230823.7	-792851	6.12
8787		The	Gru	230652.8	-433114	4.28
8788				230618.2	+183103	6.13
8789	86		Aqr	230640.9	-234435	4.47
8790		Ups	Gru	230653.6	-385332	5.61
8791				230709.5	-493624	6.33
8792				230631.9	+195439	6.30
8793				230714.7	-504111	5.83
8794				230835.7	-733511	6.15
8795	55		Peg	230700.3	+092434	4.52
8796	56		Peg	230706.8	+252806	4.76
8797	1		Cas	230636.9	+592511	4.85
8798				230727.7	+324933	6.02
8799				230728.7	+210803	5.99
8800				230718.1	+460405	6.66
8801				230710.1	+524859	6.11
8802				230821.0	-284924	5.60
8803				230710.4	+594339	6.40
8804	4		And	230739.3	+462314	5.33
8805	5		And	230745.4	+491745	5.70
8806				230812.3	+443342	6.56
8807	5		Psc	230840.9	+020740	5.40
8808				230747.7	+633800	6.26
8809				231011.7	-665127	6.47
8810				231212.0	-805446	6.41
8811				230757.2	+641321	6.21
8812	88		Aqr	230926.8	-211021	3.66
8813				230944.6	-280519	5.87
8814				230957.3	-425138	5.81
8815	57		Peg	230931.5	+084038	5.12
8816				230949.6	-143038	6.42
8817	89		Aqr	230954.8	-222727	4.69
8818				231009.8	-403530	5.83
8819	33	Pi	Cep	230753.9	+752315	4.41
8820		Iot	Gru	231021.6	-451448	3.90
8821	58		Peg	231001.5	+094919	5.39
8822	2		Cas	230944.1	+591959	5.70
8823				231046.6	-293130	6.51
8824				231042.6	+173540	5.71
8825	6		And	231027.2	+433239	5.94
8826	59		Peg	231144.2	+084312	5.16
8827	60		Peg	231149.2	+265050	6.17
8828				231315.0	-493708	6.80
8829				231406.6	-624200	6.12
8830	7		And	231233.0	+492423	4.52
8831				231304.0	+292630	6.35
8832				231317.0	+571006	5.56
8833				231326.5	+110354	5.82
8834	90	Phi	Aqr	231419.4	-060256	4.22
8835				231458.6	-410620	5.77
8836				231440.2	-104119	6.12
8837				231414.3	+503704	6.31
8838				231421.7	+294618	6.41
8839				231436.5	+240611	6.36
8840				231534.3	-032947	5.55
8841	91	Psi1	Aqr	231553.5	-090516	4.21
8842	61		Peg	231546.3	+281452	6.49
8843				231657.7	-620004	5.66
8844				231437.3	+741352	5.84
8845				231557.9	+244616	6.60
8846				231639.7	-442921	5.92
8847				231649.8	-411140	6.47
8848		Gam	Tuc	231725.8	-581409	3.99
8849				231908.1	-792822	6.33
8850	92	Chi	Aqr	231650.9	-074336	5.06
8851				231537.8	+705317	5.56
8852	6	Gam	Psc	231709.9	+031656	3.69
8853				231642.3	+531249	5.54
8854				231626.8	+615747	6.53
8855				231820.0	-672816	6.13
8856				231740.0	-114247	6.34
8857				231716.6	+450951	6.43
8858	93	Psi2	Aqr	231754.2	-091057	4.39
8859		Phi	Gru	231809.9	-404928	5.53
8860	8		And	231744.7	+490055	4.85
8861				231756.1	+452920	6.48
8862		Tau	Oct	232803.7	-872856	5.49
8863		Gam	Scl	231849.4	-323155	4.41
8864	9		And	231823.4	+414625	6.02
8865	95	Psi3	Aqr	231857.7	-093639	4.98
8866	94		Aqr	231906.7	-132732	5.08
8867				231718.9	+751757	6.38
8868	96		Aqr	231924.0	-050728	5.55
8869				231924.1	-180431	5.93
8870				231902.4	+450814	6.50
8871				231943.2	-334229	6.37
8872	34	Omi	Cep	231837.5	+680642	4.75
8873				231927.4	+344736	6.32
8874	11		And	231929.8	+483731	5.44
8875				231941.6	+482251	6.32
8876	10		And	231952.4	+420441	5.79
8877				232050.0	-501824	6.05
8878	7		Psc	232020.6	+052253	5.05
8879				232040.9	-055429	6.17
8880	62	Tau	Peg	232038.2	+234425	4.60
8881				232014.3	+615812	6.45
8882	63		Peg	232049.6	+302454	5.59
8883				232115.5	-265912	5.64
8884				232044.0	+440659	6.13
8885	12		And	232053.3	+381056	5.77
8886				232034.6	+621247	6.39
8887	64		Peg	232154.9	+314845	5.32
8888				232158.2	+263632	6.62
8889				232256.9	-600321	6.09
8890	97		Aqr	232239.2	-150221	5.20
8891	65		Peg	232240.5	+204943	6.29
8892	98		Aqr	232258.2	-200602	3.97
8893	66		Peg	232304.6	+121850	5.08
8894				232232.5	+600801	5.56
8895				232354.3	-534830	6.15
8896				232345.4	-430728	6.10
8897				232331.9	+001729	6.31
8898				232413.1	-515329	5.75
8899				232347.5	+323153	6.69
8900				232407.8	-184115	6.19
8901				232519.4	-565057	5.59
8902				232435.0	+410646	6.72
8903	67		Peg	232450.8	+322306	5.57
8904	4		Cas	232450.3	+621658	4.98
8905	68	Ups	Peg	232522.8	+232415	4.40
8906	99		Aqr	232602.8	-203831	4.39
8907		Omi	Gru	232636.6	-524318	5.52
8908				232707.2	-663452	6.45
8909				232715.0	-582834	5.63
8910				232709.1	-500926	6.20
8911	8	Kap	Psc	232656.0	+011520	4.94
8912	9		Psc	232714.8	+010721	6.25
8913	13		And	232707.4	+425443	5.75
8914				232800.7	-353240	6.32
8915	69		Peg	232740.4	+251002	5.98
8916	10	The	Psc	232758.1	+062244	4.28
8917				232805.2	-112659	6.37
8918				232716.6	+702135	5.60
8919				232901.0	-630639	5.68
8920				232900.8	-442952	6.43
8921				232900.6	-091558	6.18
8922				232905.6	+230252	6.35
8923	70		Peg	232909.3	+124538	4.55
8924				232932.1	-043158	6.25
8925				233007.4	+490759	6.17
8926				233002.0	+583256	4.91
8927				233039.7	+383943	6.05
8928				233101.1	-061718	6.39
8929				233127.0	-445037	6.02
8930	14		And	233117.4	+391411	5.22
8931				233131.5	-040514	6.49
8932	100		Aqr	233142.1	-212210	6.29
8933				233143.1	+282413	6.41
8934	13		Psc	233157.6	-010509	6.38
8935				233319.5	-772307	5.81
8936				233224.6	+345709	6.65
8937		Bet	Scl	233258.3	-374906	4.37
8938				232700.8	+871827	5.58
8939	101		Aqr	233316.6	-205452	4.71
8940	71		Peg	233328.1	+222956	5.32
8941				233342.7	+450329	6.24
8942				233355.5	+205027	6.06
8943	72		Peg	233357.2	+311931	4.98
8944	14		Psc	233409.0	-011451	5.87
8945				233512.7	-644122	7.4 
8946				233449.4	-151445	5.96
8947	15		And	233437.5	+401411	5.59
8948	73		Peg	233438.2	+332950	5.63
8949		Iot	Phe	233504.6	-423654	4.71
8950				233446.7	+380126	6.18
8951				233532.1	-072752	6.39
8952				233459.0	+713832	5.84
8953				233555.9	+243340	6.45
8954	16		Psc	233623.3	+020608	5.68
8955				233630.5	+325415	6.35
8956				233705.4	-315215	6.52
8957				233824.1	-765212	6.00
8958				233739.6	-130337	5.65
8959				233751.0	-452933	4.74
8960	74		Peg	233739.8	+164932	6.26
8961	16	Lam	And	233733.9	+462729	3.82
8962				233732.0	+442545	5.80
8963	75		Peg	233756.8	+182402	5.53
8964				233758.6	+461159	6.58
8965	17	Iot	And	233808.2	+431605	4.29
8966		The	Phe	233928.0	-463816	6.09
8967	18		And	233908.3	+502818	5.30
8968	102	Ome1	Aqr	233947.1	-141318	5.00
8969	17	Iot	Psc	233957.0	+053735	4.13
8970				233955.1	+094038	5.97
8971				233910.4	+751734	5.95
8972				233921.1	+740010	5.98
8973				234002.8	+373909	6.53
8974	35	Gam	Cep	233920.8	+773757	3.21
8975		Mu	Scl	234038.2	-320423	5.31
8976	19	Kap	And	234024.5	+442002	4.14
8977				234040.6	+364315	6.23
8978				234107.0	-240937	6.60
8979				234108.9	-114050	5.89
8980	103		Aqr	234134.5	-180138	5.34
8981				234126.9	+493044	6.26
8982	104		Aqr	234145.8	-174859	4.82
8983				234156.7	+071502	5.89
8984	18	Lam	Psc	234202.8	+014648	4.50
8985				234154.5	+571536	6.24
8986				234214.8	+445931	6.57
8987				234227.9	-152652	5.28
8988	105	Ome2	Aqr	234243.3	-143242	4.49
8989				234220.8	+643056	6.56
8990				234231.5	+614046	6.40
8991	77		Peg	234322.4	+101953	5.06
8992				234349.5	-151704	6.36
8993				234401.4	-450500	6.09
8994				234425.4	-702925	6.07
8995				234440.7	-784729	5.75
8996				234412.0	-642416	5.72
8997	78		Peg	234359.5	+292142	4.93
8998	106		Aqr	234412.1	-181637	5.24
8999				234428.9	-261447	6.17
9000				234448.3	+554759	6.51
9001				234601.2	-401057	6.31
9002	107		Aqr	234600.9	-184041	5.29
9003	20	Psi	And	234602.1	+462513	4.95
9004	19		Psc	234623.5	+032912	5.04
9005				234636.7	+664656	5.95
9006		Sig	Phe	234716.0	-501336	5.18
9007				234723.3	-682339	6.89
9008	5	Tau	Cas	234703.5	+583907	4.87
9009				234715.9	-115439	5.73
9010				234701.9	+572705	5.51
9011				234733.2	+464957	6.07
9012	20		Psc	234756.5	-024542	5.49
9013				234754.8	+674825	5.04
9014				234832.5	-062250	6.07
9015				234849.3	+021251	6.46
9016		Del	Scl	234855.6	-280749	4.57
9017				234839.0	+645235	6.41
9018	6		Cas	234850.2	+621252	5.43
9019				234853.9	+595844	6.34
9020				234912.0	+585747	6.33
9021				234931.6	-155140	6.24
9022	21		Psc	234927.5	+010434	5.77
9023				234944.7	-625022	6.59
9024				234941.0	+362531	5.90
9025	79		Peg	234939.4	+285033	5.97
9026				234949.6	-251953	6.42
9027				235014.7	-095827	5.94
9028				235022.3	+513718	6.44
9029				235033.3	-142407	5.72
9030	80		Peg	235121.2	+091848	5.79
9031	108		Aqr	235121.3	-185432	5.18
9032		Gam1	Oct	235206.4	-820108	5.11
9033	22		Psc	235157.9	+025549	5.55
9034				235157.6	+773558	6.55
9035				235223.4	+214015	6.11
9036	81	Phi	Peg	235229.3	+190713	5.08
9037				235230.0	-141504	5.87
9038				235225.1	+753241	6.39
9039	82		Peg	235237.1	+105651	5.30
9040				235250.5	-085948	5.75
9041	24		Psc	235255.6	-030920	5.93
9042	25		Psc	235304.8	+020526	6.28
9043				235320.8	-241345	6.24
9044				235421.4	-270232	6.35
9045	7	Rho	Cas	235423.0	+572958	4.54
9046				235438.6	-401800	6.03
9047				235446.6	+000633	5.61
9048	26		Psc	235507.8	+070416	6.21
9049				235516.6	-315518	6.10
9050				235516.6	-315303	6.83
9051				235523.0	+255718	6.54
9052				235533.7	+572444	6.00
